sequence,screen_id,section_no,section,title,caption,part,spec_file,image_file,image_relative_path,width,height,aspect_ratio,sha256,group_key,state_relation,previous_screen_id,next_screen_id
81,SCR-081,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해예방 업무처리 절차 마련·이행","의무이행(실적증빙) – [사업장, 부서] 원료·제조물 – 재해예방 업무처리 절차 마련·이행",2,07_의무이행_원료제조물과_이행점검_SCR081-090.md,"081_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해예방 업무처리 절차 마련·이행.png","images/081_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해예방 업무처리 절차 마련·이행.png",2001,1127,1.7755,27cfffe6b1e8826cafefadb3f42b6ff2a00610734c9bb524d62c3a069fbad1c5,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해예방 업무처리 절차 마련·이행",same_screen_continuation_or_state,SCR-080,SCR-082
82,SCR-082,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해발생시 재발방지대책 수립 및 이행","의무이행(실적증빙) – [사업장, 부서] 원료·제조물 – 재해발생시 재발방지대책 수립 및 이행",1,07_의무이행_원료제조물과_이행점검_SCR081-090.md,"082_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해발생시 재발방지대책 수립 및 이행.png","images/082_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해발생시 재발방지대책 수립 및 이행.png",2001,1127,1.7755,71e927fe34c5f8b991533085b759db455552dd3f2fe4a9e3d78b33c0e1e289e2,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해발생시 재발방지대책 수립 및 이행",same_feature_variant_or_state,SCR-081,SCR-083
83,SCR-083,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해발생시 재발방지대책 수립 및 이행","의무이행(실적증빙) – [사업장, 부서] 원료·제조물 – 재해발생시 재발방지대책 수립 및 이행",2,07_의무이행_원료제조물과_이행점검_SCR081-090.md,"083_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해발생시 재발방지대책 수립 및 이행.png","images/083_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해발생시 재발방지대책 수립 및 이행.png",2001,1127,1.7755,4035ca90a94ac1e7ee32efa8ff74477d9282950211597b872cd379f9287eccc4,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 재해발생시 재발방지대책 수립 및 이행",same_screen_continuation_or_state,SCR-082,SCR-084
84,SCR-084,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 중앙행정기관, 지자체 개선·시정 사항 이행","의무이행(실적증빙) – [사업장, 부서] 원료·제조물 – 중앙행정기관, 지자체 개선·시정 사항 이행",1,07_의무이행_원료제조물과_이행점검_SCR081-090.md,"084_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 중앙행정기관, 지자체 개선·시정 사항 이행.png","images/084_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 중앙행정기관, 지자체 개선·시정 사항 이행.png",2001,1127,1.7755,97fd8e6e9162ece84038ce0f79ef414e0e39263318cf525e5ccf439284f366bb,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 중앙행정기관, 지자체 개선·시정 사항 이행",same_feature_variant_or_state,SCR-083,SCR-085
85,SCR-085,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 중앙행정기관, 지자체 개선·시정 사항 이행","의무이행(실적증빙) – [사업장, 부서] 원료·제조물 – 중앙행정기관, 지자체 개선·시정 사항 이행",2,07_의무이행_원료제조물과_이행점검_SCR081-090.md,"085_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 중앙행정기관, 지자체 개선·시정 사항 이행.png","images/085_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 중앙행정기관, 지자체 개선·시정 사항 이행.png",2001,1127,1.7755,0abbd4aa2dc66c1c466d4c4eb651140324af169490ab76d1f7af82e33baa4a61,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 중앙행정기관, 지자체 개선·시정 사항 이행",same_screen_continuation_or_state,SCR-084,SCR-086
86,SCR-086,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 관계 법령 의무이행 조치","의무이행(실적증빙) – [사업장, 부서] 원료·제조물 – 관계 법령 의무이행 조치",1,07_의무이행_원료제조물과_이행점검_SCR081-090.md,"086_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 관계 법령 의무이행 조치.png","images/086_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 관계 법령 의무이행 조치.png",2001,1127,1.7755,7ecdf4e612c34238b547e9b4a1e5adb3e1b8ab7dcda38ae0ce4ace96b292f937,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 관계 법령 의무이행 조치",same_feature_variant_or_state,SCR-085,SCR-087
87,SCR-087,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 관계 법령 의무이행 조치","의무이행(실적증빙) – [사업장, 부서] 원료·제조물 – 관계 법령 의무이행 조치",2,07_의무이행_원료제조물과_이행점검_SCR081-090.md,"087_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 관계 법령 의무이행 조치.png","images/087_의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 관계 법령 의무이행 조치.png",2001,1127,1.7755,6de24a4c6c49768b40d715f8406c48ad798a2cb640847aa4eeb86ac7f48c385a,"의무이행(실적증빙) – (사업장, 부서) 원료·제조물 – 관계 법령 의무이행 조치",same_screen_continuation_or_state,SCR-086,SCR-088
88,SCR-088,8,이행점검 및 조치,"이행점검 및 조치 – (사업소, 실/국) 사업장 이행점검","이행점검 및 조치 – [사업소, 실/국] 사업장 이행점검",1,07_의무이행_원료제조물과_이행점검_SCR081-090.md,"088_이행점검 및 조치 – (사업소, 실·국) 사업장 이행점검.png","images/088_이행점검 및 조치 – (사업소, 실·국) 사업장 이행점검.png",2001,1127,1.7755,7f494c6a2c3b06dd0aeb22a71e535dfcae076e3c18d8ec13e06445238b244c84,"이행점검 및 조치 – (사업소, 실/국) 사업장 이행점검",same_feature_variant_or_state,SCR-087,SCR-089
89,SCR-089,8,이행점검 및 조치,"이행점검 및 조치 – (사업소, 실/국) 사업장 이행점검","이행점검 및 조치 – [사업소, 실/국] 사업장 이행점검",2,07_의무이행_원료제조물과_이행점검_SCR081-090.md,"089_이행점검 및 조치 – (사업소, 실·국) 사업장 이행점검.png","images/089_이행점검 및 조치 – (사업소, 실·국) 사업장 이행점검.png",2001,1127,1.7755,8a81cb0ba85bc7d46aff9587775511fce8fe57cb38ce012e1996e388deb598cb,"이행점검 및 조치 – (사업소, 실/국) 사업장 이행점검",same_screen_continuation_or_state,SCR-088,SCR-090
90,SCR-090,8,이행점검 및 조치,"이행점검 및 조치 – (사업장, 부서) 사업장 이행점검","이행점검 및 조치 – [사업장, 부서] 사업장 이행점검",1,07_의무이행_원료제조물과_이행점검_SCR081-090.md,"090_이행점검 및 조치 – (사업장, 부서) 사업장 이행점검.png","images/090_이행점검 및 조치 – (사업장, 부서) 사업장 이행점검.png",2001,1127,1.7755,5662ecd42f02a2465b78368989f01f77978e9fe3d3e668265707e6edcbf84522,"이행점검 및 조치 – (사업장, 부서) 사업장 이행점검",standalone_screen_cut,SCR-089,SCR-091
91,SCR-091,10,통계 및 사례,통계 및 사례 – (중대재해 통계) 중대재해 발생통계,통계 및 사례 – [중대재해 통계] 중대재해 발생통계,1,08_통계와_사례_SCR091-102.md,091_통계 및 사례 – (중대재해 통계) 중대재해 발생통계.png,images/091_통계 및 사례 – (중대재해 통계) 중대재해 발생통계.png,1281,723,1.7718,6b7d125932ce41dea16f7f94faf0110b41afe004708e9c00a754fab70b9d0c0f,통계 및 사례 – (중대재해 통계) 중대재해 발생통계,same_feature_variant_or_state,SCR-090,SCR-092
92,SCR-092,10,통계 및 사례,통계 및 사례 – (중대재해 통계) 중대재해 발생통계,통계 및 사례 – [중대재해 통계] 중대재해 발생통계,2,08_통계와_사례_SCR091-102.md,092_통계 및 사례 – (중대재해 통계) 중대재해 발생통계.png,images/092_통계 및 사례 – (중대재해 통계) 중대재해 발생통계.png,1281,723,1.7718,91d78745fdd242cfd3aad61c24e9be3e7a7a6b346df0a087b6a6ace2702e9518,통계 및 사례 – (중대재해 통계) 중대재해 발생통계,same_screen_continuation_or_state,SCR-091,SCR-093
93,SCR-093,10,통계 및 사례,통계 및 사례 – (중대재해 통계) 중대재해 발생통계(계속),통계 및 사례 – [중대재해 통계] 중대재해 발생통계(계속),1,08_통계와_사례_SCR091-102.md,093_통계 및 사례 – (중대재해 통계) 중대재해 발생통계(계속).png,images/093_통계 및 사례 – (중대재해 통계) 중대재해 발생통계(계속).png,1281,723,1.7718,2cf06cbcdf2a96d9a4b619215c267795650eac60806142b001afda7ca8b5c3fd,통계 및 사례 – (중대재해 통계) 중대재해 발생통계,same_screen_continuation_or_state,SCR-092,SCR-094
94,SCR-094,10,통계 및 사례,통계 및 사례 – (중대재해 통계) 중대재해 발생통계(계속),통계 및 사례 – [중대재해 통계] 중대재해 발생통계(계속),2,08_통계와_사례_SCR091-102.md,094_통계 및 사례 – (중대재해 통계) 중대재해 발생통계(계속).png,images/094_통계 및 사례 – (중대재해 통계) 중대재해 발생통계(계속).png,1281,723,1.7718,e903574244332292db959e53912dc6a707c981c87ac0d898e384be9c76d8d4b6,통계 및 사례 – (중대재해 통계) 중대재해 발생통계,same_screen_continuation_or_state,SCR-093,SCR-095
95,SCR-095,10,통계 및 사례,통계 및 사례 – (중대재해 통계) 중대재해 대상통계,통계 및 사례 – [중대재해 통계] 중대재해 대상통계,1,08_통계와_사례_SCR091-102.md,095_통계 및 사례 – (중대재해 통계) 중대재해 대상통계.png,images/095_통계 및 사례 – (중대재해 통계) 중대재해 대상통계.png,1281,723,1.7718,edde13afb90b9cb25aacf0415ca6f8e2fee7e662c6a3f5c38b3ce1f95a5f1f4b,통계 및 사례 – (중대재해 통계) 중대재해 대상통계,same_feature_variant_or_state,SCR-094,SCR-096
96,SCR-096,10,통계 및 사례,통계 및 사례 – (중대재해 통계) 중대재해 대상통계,통계 및 사례 – [중대재해 통계] 중대재해 대상통계,2,08_통계와_사례_SCR091-102.md,096_통계 및 사례 – (중대재해 통계) 중대재해 대상통계.png,images/096_통계 및 사례 – (중대재해 통계) 중대재해 대상통계.png,1252,723,1.7317,efa5f016bc28f4f11e7f714c88199fd225682834b58fe1be00838f918cca9a2c,통계 및 사례 – (중대재해 통계) 중대재해 대상통계,same_screen_continuation_or_state,SCR-095,SCR-097
97,SCR-097,10,통계 및 사례,통계 및 사례 – (사례) 중대재해 사고사례,통계 및 사례 – [사례] 중대재해 사고사례,1,08_통계와_사례_SCR091-102.md,097_통계 및 사례 – (사례) 중대재해 사고사례.png,images/097_통계 및 사례 – (사례) 중대재해 사고사례.png,1281,723,1.7718,5803aabd7019bc91036e6b5c519c00832dae7e78df0024bc0c1ffa854b940078,통계 및 사례 – (사례) 중대재해 사고사례,same_feature_variant_or_state,SCR-096,SCR-098
98,SCR-098,10,통계 및 사례,통계 및 사례 – (사례) 중대재해 사고사례,통계 및 사례 – [사례] 중대재해 사고사례,2,08_통계와_사례_SCR091-102.md,098_통계 및 사례 – (사례) 중대재해 사고사례.png,images/098_통계 및 사례 – (사례) 중대재해 사고사례.png,1281,723,1.7718,6b3603d690ebc17fc26bb1ce1a2371169beda1f6f5bcde6cfb3c6e2436dc2756,통계 및 사례 – (사례) 중대재해 사고사례,same_screen_continuation_or_state,SCR-097,SCR-099
99,SCR-099,10,통계 및 사례,통계 및 사례 – (사례) 중대재해 사고사례(계속),통계 및 사례 – [사례] 중대재해 사고사례(계속),1,08_통계와_사례_SCR091-102.md,099_통계 및 사례 – (사례) 중대재해 사고사례(계속).png,images/099_통계 및 사례 – (사례) 중대재해 사고사례(계속).png,1281,723,1.7718,ac28cae0d1df77709f7ee33e353f9ab5c297d1648fb71ad859cff2c0b29a4f0e,통계 및 사례 – (사례) 중대재해 사고사례,same_screen_continuation_or_state,SCR-098,SCR-100
100,SCR-100,10,통계 및 사례,통계 및 사례 – (사례) 중대재해 사고사례(계속),통계 및 사례 – [사례] 중대재해 사고사례(계속),2,08_통계와_사례_SCR091-102.md,100_통계 및 사례 – (사례) 중대재해 사고사례(계속).png,images/100_통계 및 사례 – (사례) 중대재해 사고사례(계속).png,1281,723,1.7718,d9dba5972b397dc228eae2deb420362cf748446c19a36feb618a0186c090fea4,통계 및 사례 – (사례) 중대재해 사고사례,same_screen_continuation_or_state,SCR-099,SCR-101
101,SCR-101,10,통계 및 사례,통계 및 사례 – (사례) 중대재해 사고사례(계속),통계 및 사례 – [사례] 중대재해 사고사례(계속),1,08_통계와_사례_SCR091-102.md,101_통계 및 사례 – (사례) 중대재해 사고사례(계속).png,images/101_통계 및 사례 – (사례) 중대재해 사고사례(계속).png,1281,723,1.7718,5d38ee25a20310763eeef2ca59b00033c5ee0abdca09b8b7fe2f956770482302,통계 및 사례 – (사례) 중대재해 사고사례,same_screen_continuation_or_state,SCR-100,SCR-102
102,SCR-102,10,통계 및 사례,통계 및 사례 – (안전·보건 관계 법령) 중대산업재해·중대시민재해,통계 및 사례 – [안전·보건 관계 법령] 중대산업재해·중대시민재해,1,08_통계와_사례_SCR091-102.md,102_통계 및 사례 – (안전·보건 관계 법령) 중대산업재해·중대시민재해.png,images/102_통계 및 사례 – (안전·보건 관계 법령) 중대산업재해·중대시민재해.png,1281,723,1.7718,9f578746de1f55086f98b0de52d998b0ef022f42f500fda0ab203ad34b94f256,통계 및 사례 – (안전·보건 관계 법령) 중대산업재해·중대시민재해,standalone_screen_cut,SCR-101,
